Active Ingredient,Disease/Use Case,Days Until Expiry,Storage Temperature (C),Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Warning Labels Present,Safe/Not Safe,UPC,Quantity,Manufacturer,Batch Number,Price
Drug_184,Blood Clot Prevention,989,20.05506651,94.14855149,24.16764645,0.561893791,99.1034624,2,Safe,974064000000,192,PharmaCorp,BATCH6409,193.15
Drug_185,Infection,891,16.0177963,94.00398966,21.70691906,0.343909022,94.81906574,1,Safe,592359000000,291,PharmaCorp,BATCH3951,482.52
Drug_186,Bacterial Infection,1008,21.0860618,93.49263303,16.05588003,0.82297465,98.6117476,4,Safe,607882000000,271,HealthPlus,BATCH2238,451.27
Drug_187,Heart Health,967,15.89534452,93.41717169,22.229572,0.118517458,94.89851749,1,Safe,263118000000,280,BioCare,BATCH5727,432.13
Drug_188,Cancer,743,19.41480236,98.79173369,11.15358656,1.393188996,97.08653451,2,Safe,565947000000,123,MediLife,BATCH4965,232.71
Drug_189,Fever,791,17.79769944,90.88613866,17.48569517,0.375580127,99.23508899,1,Safe,881281000000,159,PharmaCorp,BATCH6686,56.16
Drug_190,Bacterial Infection,932,29.7238838,95.22064524,15.50183982,0.375420244,94.66909206,4,Safe,213535000000,221,MediLife,BATCH4701,86.1
Drug_191,Inflammation,972,29.58847776,92.26871864,12.85341995,1.47227058,97.9351354,1,Safe,227325000000,230,BioCare,BATCH3780,190.49
Drug_192,Cancer,1072,19.99766995,86.11504774,16.28190427,0.881363156,93.31642641,4,Safe,218837000000,247,BioCare,BATCH8398,57.08
Drug_193,Fever,953,21.65826083,90.32780925,17.25979897,0.833442159,98.95369292,2,Safe,924050000000,145,CureWell,BATCH2588,57.72
Drug_194,Allergy,976,17.64969199,85.53822427,23.58055634,0.271424004,93.49954125,3,Safe,942802000000,114,BioCare,BATCH3368,462.47
Drug_195,Blood Pressure,1083,29.88014869,86.96334874,19.63409098,1.059809068,97.38503315,4,Safe,359842000000,252,HealthPlus,BATCH6789,367.77
Drug_196,Cholesterol,759,22.4787204,88.03036946,17.67670528,0.396155744,92.99202723,3,Safe,729522000000,298,PharmaCorp,BATCH1436,189.03
Drug_197,Heart Health,1057,22.37181184,95.29304092,9.400862177,0.104224075,97.54620411,4,Safe,249330000000,116,CureWell,BATCH3828,109.69
Drug_198,Inflammation,1056,18.23461723,99.27823726,9.609798064,0.775393293,92.28406768,3,Safe,306346000000,225,HealthPlus,BATCH2556,280.24
Drug_199,Skin Infection,1021,16.10271757,93.94888329,15.26568257,0.867973764,94.05878633,1,Safe,172991000000,183,MediLife,BATCH8570,52.41
Drug_200,Skin Infection,807,27.1789657,94.33199791,11.67577043,0.433476568,92.9254945,1,Safe,602011000000,108,PharmaCorp,BATCH8480,472.29
Drug_201,Cancer,1056,16.34453878,99.50224307,17.42957911,0.572521589,92.74402018,1,Safe,524118000000,265,BioCare,BATCH1182,236.67
Drug_202,Mental Health,801,24.38880722,95.41977191,10.04235568,0.868232827,99.50855913,2,Safe,200205000000,275,PharmaCorp,BATCH8190,231.05
Drug_203,Cancer,979,24.10679149,87.09752306,8.687446551,1.371799754,93.68630083,3,Safe,875552000000,287,MediLife,BATCH7687,225.77
Drug_204,Blood Pressure,760,19.33697934,92.21739574,16.9203912,0.952582473,96.26789371,2,Safe,525117000000,162,CureWell,BATCH6565,81.2
Drug_205,Autoimmune Disorder,847,26.13585447,86.99457536,21.33654304,0.996679234,99.14960905,4,Safe,917357000000,216,CureWell,BATCH8241,337.25
Drug_206,Inflammation,744,16.61562657,92.65655554,11.23952892,1.227402241,98.65068819,1,Safe,647062000000,229,CureWell,BATCH8651,379.85
Drug_207,Autoimmune Disorder,888,20.72530061,97.40076572,14.5747654,0.835829297,96.45174741,1,Safe,204774000000,187,BioCare,BATCH6575,354.26
Drug_208,Fever,1055,25.57528195,97.57573471,21.67946284,0.506541511,92.52252777,3,Safe,348808000000,171,HealthPlus,BATCH2589,112.3
Drug_209,Infection,831,17.18899265,98.33998873,21.74679526,1.025268969,92.65050657,2,Safe,542684000000,238,HealthPlus,BATCH9851,310.48
Drug_210,Infection,872,28.77766978,86.5290073,13.39350337,0.162280481,98.32660242,2,Safe,199682000000,163,PharmaCorp,BATCH1159,306.27
Drug_211,Respiratory Infection,1038,24.53819999,98.60687097,24.28169115,0.485837809,99.69283256,3,Safe,236027000000,171,BioCare,BATCH7555,440.78
Drug_212,Throat Infection,926,25.51057375,97.26262336,8.94580789,1.322159378,94.16853351,2,Safe,466613000000,120,CureWell,BATCH9244,220.61
Drug_213,Throat Infection,961,18.82043261,95.81115153,9.363233477,1.440804318,93.10107539,1,Safe,930020000000,117,CureWell,BATCH7846,217.17
Drug_214,Cholesterol,898,28.49237332,86.85416515,19.75206925,0.718637231,95.43227616,4,Safe,762693000000,163,MediLife,BATCH3307,328.34
Drug_215,Acidity,873,23.18136058,99.19614405,9.240058166,1.327311438,96.78146673,3,Safe,655436000000,181,MediLife,BATCH2228,334.88
Drug_216,Blood Clot Prevention,786,19.14903229,90.47395336,23.79160716,0.564678562,96.8613185,4,Safe,172364000000,209,CureWell,BATCH8226,261.18
Drug_217,Allergy,842,16.01879587,87.94556857,24.3046939,0.211664855,99.6858889,1,Safe,787782000000,194,CureWell,BATCH6590,249.38
Drug_218,Acidity,870,28.31521309,92.17471203,23.14125282,0.470581272,96.25857523,3,Safe,283433000000,265,BioCare,BATCH7919,272.37
Drug_219,Allergy,768,22.38232652,89.44480055,8.178766806,1.185293457,92.57760685,3,Safe,853994000000,131,HealthPlus,BATCH6585,437.47
Drug_220,Diabetes,796,29.87142772,93.43321365,13.31675277,1.161546208,96.99814496,4,Safe,522007000000,110,MediLife,BATCH7046,257.53
Drug_221,Thyroid,999,29.97412443,96.25373918,15.92885449,0.457127074,98.52896643,3,Safe,755461000000,144,HealthPlus,BATCH5945,472.97
Drug_222,Cancer,954,23.80745406,97.55591525,11.87700712,0.18702296,98.63200852,3,Safe,151890000000,132,BioCare,BATCH8927,276.8
Drug_223,Cancer,1049,24.27230876,88.45378304,13.91485115,1.355625516,93.92264325,3,Safe,343215000000,201,CureWell,BATCH8016,477.14
Drug_224,Throat Infection,1035,23.07235211,95.09354288,9.131023856,0.118083171,95.41695688,4,Safe,839569000000,268,HealthPlus,BATCH8758,424.77
Drug_225,Acidity,957,27.66103732,97.17273484,15.04223148,0.492959462,99.73081089,2,Safe,375183000000,235,CureWell,BATCH6086,213.09
Drug_226,Infection,959,20.21025827,98.29443708,7.054435325,1.027904985,93.6049179,4,Safe,714398000000,110,CureWell,BATCH8161,438.64
Drug_227,Mental Health,932,17.91065894,86.2602941,19.06727102,0.387776688,96.11161583,1,Safe,975686000000,278,PharmaCorp,BATCH2884,99.53
Drug_228,Autoimmune Disorder,874,17.92808381,90.05055218,5.726953561,1.054332815,97.61904845,3,Safe,493328000000,187,HealthPlus,BATCH2809,466.27
Drug_229,Cholesterol,856,23.14172845,92.52597698,22.98932692,0.177877175,92.80197204,2,Safe,381056000000,140,HealthPlus,BATCH4167,334.24
Drug_230,Allergy,1042,26.42197277,95.51720376,16.67961729,1.322896629,94.36918464,3,Safe,466482000000,244,CureWell,BATCH7352,74.48
Drug_231,Heart Health,760,18.33301719,93.06231621,19.35017006,0.703143265,97.1334619,2,Safe,753501000000,175,BioCare,BATCH7056,339.92
Drug_232,Diabetes,884,20.47727672,89.295991,19.51435151,1.325014553,95.37698762,3,Safe,370505000000,220,PharmaCorp,BATCH3437,488.41
Drug_233,Throat Infection,1058,16.84294205,91.82780521,19.34413925,0.137195686,93.32397769,1,Safe,636179000000,145,CureWell,BATCH7468,81.41
Drug_234,Throat Infection,789,16.70191959,97.53009781,13.98980579,1.222822923,92.07117533,4,Safe,348509000000,259,MediLife,BATCH6951,299.61
Drug_235,Skin Infection,899,27.79560257,95.45956333,12.14066301,1.371427293,92.76852785,3,Safe,466147000000,179,MediLife,BATCH6276,386.51
Drug_236,Infection,809,22.31884662,86.91879486,10.77545413,0.785477753,94.18559163,1,Safe,868966000000,153,PharmaCorp,BATCH9859,414.62
Drug_237,Fever,775,27.40562701,88.87690125,19.55870647,1.077880978,93.50435535,4,Safe,397655000000,185,BioCare,BATCH8818,236.22
Drug_238,Cholesterol,782,22.16943345,86.57109417,22.00460048,1.227143154,96.79572147,2,Safe,329940000000,191,CureWell,BATCH5728,141.87
Drug_239,Blood Pressure,1087,26.3585812,89.95189896,24.30208113,0.570716254,99.35119893,1,Safe,904562000000,247,HealthPlus,BATCH3624,69.05
Drug_240,Mental Health,1020,25.44158126,93.95007913,10.31610642,1.146667237,93.86443118,2,Safe,324505000000,260,PharmaCorp,BATCH6738,310.88
Drug_241,Seizures,1007,25.16412697,97.2425869,17.74016412,0.416488088,99.2124468,4,Safe,119144000000,267,BioCare,BATCH5232,253.81
Drug_242,Cancer,1067,15.92016475,95.78816114,6.106949905,0.191732206,94.63034165,1,Safe,941135000000,259,HealthPlus,BATCH6793,476.93
Drug_243,Infection,912,15.13750415,90.19770699,21.40710725,0.547222763,99.10967379,1,Safe,564691000000,196,MediLife,BATCH5523,77.27
Drug_244,Throat Infection,1053,22.28098299,86.14164784,18.0739522,0.424129394,94.52014568,3,Safe,595688000000,101,MediLife,BATCH6571,358.43
Drug_245,Respiratory Infection,953,23.09471812,97.37883406,24.61093547,1.272442131,99.21645624,4,Safe,300573000000,132,HealthPlus,BATCH3224,61.23
Drug_246,Fever,936,19.42736415,94.05472698,13.61900708,0.305026747,97.4613099,1,Safe,332522000000,257,PharmaCorp,BATCH9389,127.15
Drug_247,Mental Health,976,27.57458997,94.443302,7.764558002,0.123083967,97.60076941,1,Safe,319613000000,260,MediLife,BATCH7091,254.11
Drug_248,Blood Pressure,891,17.51329908,90.51554034,17.09946848,0.24390466,98.81185861,1,Safe,155704000000,176,CureWell,BATCH9662,254.69
Drug_249,Fever,852,22.09972835,88.09779365,19.32160387,0.472516396,94.70914037,2,Safe,631350000000,215,HealthPlus,BATCH7361,358.57
Drug_250,Cholesterol,750,26.9014236,98.89968349,23.73334068,0.316601457,95.5454328,2,Safe,774486000000,253,HealthPlus,BATCH2948,459.6
Drug_251,Seizures,951,25.51568963,97.16282098,6.821110031,1.336942343,94.64845973,1,Safe,720188000000,249,MediLife,BATCH8094,337.56
Drug_252,Throat Infection,891,28.06150686,95.29531241,7.734432433,1.372356716,98.0076229,2,Safe,368150000000,202,PharmaCorp,BATCH7318,479.09
Drug_253,Respiratory Infection,881,19.41225188,99.27817238,24.89841121,1.281779074,99.24795208,2,Safe,494038000000,293,CureWell,BATCH4796,446.73
Drug_254,Respiratory Infection,842,19.20662813,93.91200119,16.95308555,0.221465593,93.68837381,1,Safe,882761000000,265,PharmaCorp,BATCH1234,313.02
Drug_255,Respiratory Infection,1090,19.7053913,99.56013738,11.35981985,0.492731096,98.09801666,4,Safe,598564000000,202,BioCare,BATCH4607,425.21
Drug_256,Cancer,931,16.68240737,99.18731987,24.82375311,0.701315127,99.45503231,4,Safe,196329000000,189,BioCare,BATCH9043,339.16
Drug_257,Thyroid,912,29.22360708,92.7975745,23.34365788,0.593910768,97.25116969,2,Safe,687073000000,273,MediLife,BATCH1522,85.35
Drug_258,Autoimmune Disorder,928,20.30713098,89.31565161,20.41378344,1.05861788,93.67930975,2,Safe,348744000000,221,MediLife,BATCH6904,383.25
Drug_259,Throat Infection,1021,29.88087996,95.68763372,6.314377381,0.327106194,97.57982336,2,Safe,101900000000,242,MediLife,BATCH5888,92.71
Drug_260,Skin Infection,881,22.38737053,99.59139439,23.60416555,0.61979498,96.82539245,2,Safe,242764000000,205,BioCare,BATCH6832,317.34
Drug_261,Bacterial Infection,903,29.43407813,85.40681447,20.21974633,1.161736715,95.4845599,2,Safe,637274000000,218,PharmaCorp,BATCH8122,366.19
Drug_262,Allergy,791,15.01624856,87.87185495,14.55203319,0.317857314,94.39370722,2,Safe,302649000000,271,PharmaCorp,BATCH6842,79.94
Drug_263,Seizures,1017,18.70484406,97.89457689,7.525823082,1.024296896,94.04991551,2,Safe,600958000000,148,MediLife,BATCH2316,153.86
Drug_264,Respiratory Infection,1036,29.75308818,99.23130167,22.03610729,0.712886085,94.80584912,3,Safe,166644000000,203,CureWell,BATCH2124,462.05
Drug_265,Fever,885,16.84071216,93.38507234,12.2874696,0.717236043,93.02409718,1,Safe,917915000000,160,PharmaCorp,BATCH6621,327.34
Drug_266,Throat Infection,1013,21.48881627,91.24774466,16.42634846,1.118987912,93.49183832,3,Safe,193330000000,294,BioCare,BATCH6423,160.83
Drug_267,Skin Infection,794,22.19406788,98.66008281,10.25907361,0.823098491,92.32530299,2,Safe,424554000000,222,HealthPlus,BATCH3587,360.81
Drug_268,Blood Pressure,1036,23.23922914,85.35516334,10.48308797,0.525241028,95.56230524,3,Safe,714862000000,233,HealthPlus,BATCH6672,318.55
Drug_269,Cancer,934,23.0220645,88.71375158,5.619214247,0.956297765,96.88082352,3,Safe,891742000000,108,HealthPlus,BATCH2378,275.71
Drug_270,Seizures,1073,22.93582814,92.88878468,23.06755319,0.118509373,98.44540896,2,Safe,980863000000,105,CureWell,BATCH4374,489.28
Drug_271,Autoimmune Disorder,749,23.1281873,99.16782327,5.951904209,0.156259129,99.76279737,2,Safe,392462000000,172,MediLife,BATCH2519,357.55
Drug_272,Fever,843,25.77190292,99.33489283,8.165355494,1.18577102,99.18849614,4,Safe,971952000000,202,BioCare,BATCH6777,218.95
Drug_273,Pain Relief,731,22.23278294,98.04557447,16.68069554,0.658028725,92.21202549,2,Safe,855085000000,259,CureWell,BATCH8935,410.03
Drug_274,Allergy,733,19.00239908,90.30789273,17.3434869,0.100929994,94.09001726,1,Safe,264696000000,140,BioCare,BATCH7093,448.06
Drug_275,Infection,837,28.03076183,99.8168257,9.950560594,0.353367234,92.37423711,2,Safe,239435000000,213,BioCare,BATCH9418,106.35
Drug_276,Blood Pressure,820,16.97292264,86.00327759,13.19157659,1.139477066,94.3091542,1,Safe,194696000000,107,MediLife,BATCH6355,140.25
Drug_277,Respiratory Infection,1094,17.15330714,94.58561218,22.73962787,1.347985565,96.34766339,2,Safe,142731000000,171,HealthPlus,BATCH5968,147.3
Drug_278,Cancer,895,17.59091222,98.36320348,22.68253371,0.137081633,97.27413819,2,Safe,395866000000,277,MediLife,BATCH6574,361.05
Drug_279,Mental Health,877,18.10919516,94.46865607,12.45331037,0.309347313,94.52785404,4,Safe,242854000000,191,CureWell,BATCH5072,321.37
Drug_280,Acidity,1061,19.52588017,97.02509305,6.032353759,0.70001435,99.52473653,2,Safe,896721000000,161,CureWell,BATCH3257,328.55
Drug_281,Diabetes,1082,21.58273663,97.40653218,14.22976752,0.149661361,94.91384574,1,Safe,102317000000,183,CureWell,BATCH9588,473.35
Drug_282,Throat Infection,1041,29.24473297,97.60849503,20.26251979,0.106379158,93.53408616,4,Safe,394995000000,161,MediLife,BATCH5424,399.16
Drug_283,Thyroid,745,18.90431102,97.6814034,20.29407567,0.45660076,96.42520626,3,Safe,115530000000,210,BioCare,BATCH4237,107.57
Drug_284,Heart Health,836,27.06132768,92.05430654,9.550288964,0.13256756,97.92618567,2,Safe,202838000000,226,BioCare,BATCH4893,206.38
Drug_285,Heart Health,918,21.632947,96.06895635,15.52301208,0.696006475,98.86210602,4,Safe,648194000000,106,PharmaCorp,BATCH3005,245.93
Drug_286,Acidity,1025,23.41486337,99.95088066,7.82895736,0.827163521,99.24237653,4,Safe,751448000000,183,CureWell,BATCH3016,228.18
Drug_287,Blood Clot Prevention,856,27.85874402,89.42482162,16.99865546,1.303562521,96.92778558,3,Safe,862672000000,231,BioCare,BATCH2772,351.19
Drug_288,Fever,765,20.983654,93.16777276,6.561029012,0.864694721,94.46680439,2,Safe,628833000000,233,PharmaCorp,BATCH9353,451.35
Drug_289,Seizures,852,19.03250709,98.70099915,17.65372843,1.337308808,94.27672745,1,Safe,790679000000,157,BioCare,BATCH4976,187.72
Drug_290,Fever,888,25.9937191,91.43556113,10.5236154,0.494525782,94.54091631,3,Safe,868029000000,121,CureWell,BATCH2751,298.34
Drug_291,Cancer,943,18.40385553,97.24971681,15.79323569,1.355638435,94.37391619,1,Safe,532185000000,253,HealthPlus,BATCH9967,405.23
Drug_292,Autoimmune Disorder,914,18.62114859,86.21466992,17.05977467,0.588884966,98.97826604,1,Safe,386992000000,226,CureWell,BATCH8430,237.3
Drug_293,Acidity,765,19.38451163,92.64233234,17.53003346,0.976258444,92.91062318,4,Safe,789993000000,102,MediLife,BATCH8170,125.65
Drug_294,Seizures,1087,17.11877028,95.13801254,17.536066,0.517033139,99.37593624,1,Safe,414420000000,226,BioCare,BATCH7469,263.73
Drug_295,Bacterial Infection,813,23.98273724,96.45205982,23.86941855,1.178312615,98.92049231,1,Safe,285860000000,140,BioCare,BATCH4220,74.85
Drug_296,Pain Relief,755,27.14984007,96.31213015,10.86468468,1.498186504,97.07320446,3,Safe,702217000000,287,MediLife,BATCH1539,474.07
Drug_297,Respiratory Infection,1054,29.55013106,97.99247491,15.15834858,0.180324244,92.36261955,2,Safe,505347000000,205,MediLife,BATCH2461,83.67
Drug_298,Inflammation,770,17.69253829,85.32502967,5.411026537,0.219845545,97.27594114,2,Safe,654218000000,113,HealthPlus,BATCH6184,247.31
Drug_299,Allergy,767,17.95701186,97.81082072,13.83796786,0.309916181,99.19549835,3,Safe,247474000000,111,BioCare,BATCH9547,288.45
Drug_300,Pain Relief,860,18.75293897,90.87940617,22.00255988,1.114428806,95.52664197,4,Safe,446414000000,186,BioCare,BATCH1234,493.39
Drug_301,Autoimmune Disorder,758,18.12089563,88.40052074,15.2318079,0.190325285,93.50275496,1,Safe,131720000000,111,HealthPlus,BATCH2548,124.71
Drug_302,Blood Pressure,860,28.91483797,99.50612675,23.23427296,0.362205673,93.68617222,1,Safe,760058000000,240,PharmaCorp,BATCH8480,101.49
Drug_303,Inflammation,1002,15.54540488,94.63205396,13.99037166,0.754301929,96.47971873,4,Safe,483715000000,124,HealthPlus,BATCH5213,53.92
Drug_304,Cholesterol,810,16.38789068,85.81931399,15.879805,0.440780285,94.90945935,2,Safe,792609000000,144,CureWell,BATCH2673,120.01
Drug_305,Infection,782,18.58396531,86.75223247,7.650831733,1.420947328,95.32460938,3,Safe,548807000000,221,BioCare,BATCH7708,143.27
Drug_306,Skin Infection,766,18.52884078,85.11541578,13.28536108,1.317008312,96.44165215,4,Safe,940495000000,246,MediLife,BATCH8982,333.76
Drug_307,Fever,997,20.28845211,91.62409845,23.10199131,0.735004949,95.43933121,1,Safe,770183000000,154,CureWell,BATCH3100,148.87
Drug_308,Skin Infection,896,18.5040494,90.25483033,12.46536525,0.702269879,96.78274637,2,Safe,801875000000,199,BioCare,BATCH4748,59.23
Drug_309,Blood Clot Prevention,741,20.3334006,99.67724549,21.36627876,0.814205463,93.47940092,1,Safe,190055000000,272,HealthPlus,BATCH4173,421.98
Drug_310,Acidity,743,27.03318934,89.46820717,18.67841513,1.40440759,97.45164781,3,Safe,690229000000,235,CureWell,BATCH2815,214.52
Drug_311,Mental Health,1014,26.75199524,89.48270361,11.44997099,0.702543145,98.15090369,3,Safe,961435000000,218,BioCare,BATCH4841,209.16
Drug_312,Mental Health,908,19.39974896,92.85756328,21.06047142,1.452977004,93.77017764,1,Safe,922812000000,152,PharmaCorp,BATCH9016,186.12
Drug_313,Autoimmune Disorder,1005,21.98513868,92.57580527,21.9857031,0.572715952,92.80522136,2,Safe,859057000000,282,PharmaCorp,BATCH8011,488.92
Drug_314,Respiratory Infection,977,19.30549472,91.35589745,5.20679382,0.656802015,99.00654393,1,Safe,998722000000,131,MediLife,BATCH5493,126.55
Drug_315,Heart Health,934,17.61540543,85.56115924,10.13761163,0.723279984,99.87799378,4,Safe,752264000000,150,BioCare,BATCH1674,454.21
Drug_316,Fever,766,23.46401859,87.79339821,15.07282048,0.232609101,94.07996666,2,Safe,914162000000,143,PharmaCorp,BATCH9088,399.56
Drug_317,Allergy,876,27.38294293,88.07951162,17.80788321,0.560769172,97.76287374,1,Safe,255644000000,181,HealthPlus,BATCH9578,84.42
Drug_318,Allergy,1013,15.83478366,89.07238935,14.29314592,0.417451574,96.89249378,3,Safe,583956000000,297,BioCare,BATCH3158,494.03
Drug_319,Seizures,923,21.52293821,92.80276886,15.89631357,0.562041682,99.08151953,1,Safe,154717000000,245,HealthPlus,BATCH3661,172.11
Drug_320,Seizures,956,19.19494293,98.07147067,23.10142578,0.330106184,92.22346869,4,Safe,548299000000,249,HealthPlus,BATCH3064,94.36
Drug_321,Respiratory Infection,809,27.79132181,95.29156039,9.515696806,0.63218757,92.41719705,2,Safe,171014000000,136,PharmaCorp,BATCH4253,423.19
Drug_322,Cholesterol,734,25.53263511,90.76255569,8.88536925,0.495763893,96.9049933,4,Safe,364126000000,195,BioCare,BATCH5979,368
Drug_323,Mental Health,1013,18.97778211,89.10431762,22.62615044,0.378461886,93.33952537,3,Safe,578415000000,155,CureWell,BATCH8703,327.75
Drug_324,Skin Infection,818,24.70284625,89.6330695,7.071194138,0.640295577,93.23490207,4,Safe,466351000000,204,PharmaCorp,BATCH9931,120.19
Drug_325,Autoimmune Disorder,930,21.50733977,87.0576375,20.88882779,1.063059469,94.19474679,3,Safe,899293000000,158,PharmaCorp,BATCH2401,265.32
Drug_326,Bacterial Infection,803,19.88023918,91.71488191,22.20753644,0.957849815,96.04350753,3,Safe,856144000000,230,BioCare,BATCH4259,401.25
Drug_327,Respiratory Infection,792,18.45190241,99.6451294,18.06166925,0.449027019,95.56316162,2,Safe,701117000000,255,BioCare,BATCH4923,186.63
Drug_328,Skin Infection,754,17.86645412,90.7721499,21.56908514,0.329220925,94.18056736,1,Safe,423647000000,134,HealthPlus,BATCH5214,190.26
Drug_329,Mental Health,991,24.53461717,97.60257547,9.5838085,0.505401212,94.55495425,3,Safe,954513000000,288,BioCare,BATCH4227,51.41
Drug_330,Respiratory Infection,824,19.32101967,98.40332184,23.28812825,0.973630036,92.09593146,4,Safe,983375000000,192,HealthPlus,BATCH3745,128.41
Drug_331,Autoimmune Disorder,879,23.97043366,87.08665309,24.87255949,0.565700489,92.98247656,2,Safe,647533000000,281,PharmaCorp,BATCH7091,443.93
Drug_332,Cancer,930,29.31402777,95.14683469,11.77999978,0.493078014,97.15698732,3,Safe,454305000000,290,MediLife,BATCH4866,248.79
Drug_333,Throat Infection,795,17.4931024,93.61147568,22.16175513,1.291928116,94.20360636,3,Safe,572804000000,196,CureWell,BATCH6818,492.91
Drug_334,Blood Pressure,1043,29.29826351,97.92899758,19.03972266,0.226968706,96.07881145,1,Safe,598610000000,234,PharmaCorp,BATCH3222,228.07
Drug_335,Acidity,1053,29.7517263,95.65743769,6.629885533,0.217296549,97.8566622,1,Safe,523494000000,175,BioCare,BATCH3792,371.83
Drug_336,Inflammation,962,24.12988186,92.81814327,10.88768406,1.107853323,99.28202814,2,Safe,205457000000,148,CureWell,BATCH5063,176.86
Drug_337,Skin Infection,931,22.46669248,92.9655077,14.03037792,0.383068457,93.42110893,4,Safe,624900000000,193,MediLife,BATCH2524,213.71
Drug_338,Mental Health,879,29.27725518,98.36295879,10.98036682,0.452621179,97.13308256,1,Safe,747601000000,258,MediLife,BATCH9224,135.83
Drug_339,Cancer,1030,19.19572723,88.41133102,15.18802728,0.900223589,93.90343532,2,Safe,341005000000,285,HealthPlus,BATCH7198,206.18
Drug_340,Blood Pressure,1032,23.00983525,90.61937472,20.14073556,0.563130616,98.26208986,1,Safe,567855000000,288,CureWell,BATCH5025,296.26
Drug_341,Infection,963,15.09390948,96.72770608,24.41426459,0.307191369,98.18335105,3,Safe,280278000000,123,HealthPlus,BATCH3566,496.3
Drug_342,Mental Health,783,19.39417474,91.80712201,22.9446547,0.740905721,93.0788363,1,Safe,817242000000,247,PharmaCorp,BATCH3803,348.89
Drug_343,Skin Infection,1095,21.95218753,93.53411057,18.37040256,0.560170417,93.70363147,4,Safe,670101000000,136,CureWell,BATCH4709,139.66
Drug_344,Heart Health,856,26.93862115,85.83210345,24.42618472,0.534013038,92.73202426,2,Safe,726931000000,103,PharmaCorp,BATCH7155,70.23
Drug_345,Inflammation,819,29.42546642,95.53082,21.94163299,0.437350702,96.07713256,2,Safe,425078000000,207,HealthPlus,BATCH1719,106.86
Drug_346,Pain Relief,877,15.17729146,88.93626635,8.273028994,1.427428073,93.9849332,4,Safe,417127000000,225,CureWell,BATCH7516,303.15
Drug_347,Respiratory Infection,999,19.85580446,91.71041007,7.805265788,1.138119115,93.17913995,1,Safe,127600000000,119,HealthPlus,BATCH5579,394.32
Drug_348,Seizures,1080,27.01505618,88.12036933,22.87215315,1.27059807,95.82783885,3,Safe,702251000000,287,CureWell,BATCH1972,473.19
Drug_349,Acidity,945,25.49626952,97.06424523,9.637605448,0.637605538,96.94931632,3,Safe,827553000000,251,HealthPlus,BATCH4718,57.12
Drug_350,Respiratory Infection,868,15.15476533,97.98223332,22.60571659,0.659084398,98.86759983,2,Safe,864040000000,149,MediLife,BATCH8395,285.24
Drug_351,Skin Infection,896,15.37769602,86.28319015,23.41448724,1.464589495,92.48021139,4,Safe,620321000000,276,HealthPlus,BATCH5402,261.89
Drug_352,Cholesterol,926,24.53234617,90.43630621,11.68201103,0.57648289,92.11042848,4,Safe,119385000000,278,MediLife,BATCH5552,345.22
Drug_353,Diabetes,968,18.30111135,94.85311639,15.63814191,0.853889217,98.84745292,4,Safe,805376000000,195,HealthPlus,BATCH3207,301.81
Drug_354,Autoimmune Disorder,936,29.62722489,96.98654114,17.08314848,0.432784802,93.16570156,3,Safe,454684000000,204,CureWell,BATCH5426,359.17
Drug_355,Seizures,1051,19.13161126,86.36845695,12.67125454,0.97250433,94.7460819,1,Safe,378659000000,263,CureWell,BATCH7919,346.14
Drug_356,Pain Relief,769,25.44756311,94.22388776,17.58796999,0.140355647,97.00991877,4,Safe,664145000000,216,CureWell,BATCH9835,102.66
Drug_357,Acidity,997,15.70129851,88.98879149,7.29909514,0.985805846,96.48195092,3,Safe,399394000000,197,BioCare,BATCH9386,409.87
Drug_358,Thyroid,1052,19.75504487,98.15472578,10.13104942,0.261037788,99.748438,2,Safe,780674000000,165,PharmaCorp,BATCH9680,105.45
Drug_359,Cancer,896,25.3626966,99.07916252,15.68161953,0.313687776,93.74187925,4,Safe,909077000000,178,CureWell,BATCH3204,364.34
Drug_360,Skin Infection,807,16.10561309,91.38724395,6.966744711,0.159331301,93.16269584,2,Safe,880417000000,261,MediLife,BATCH6345,237.27
Drug_361,Throat Infection,1067,23.59353548,90.61503361,15.73287906,1.441230926,94.96654048,4,Safe,487615000000,263,CureWell,BATCH4276,281.23
Drug_362,Pain Relief,853,29.11856091,98.2747719,16.7716314,0.227381634,93.01635437,2,Safe,483671000000,105,BioCare,BATCH2102,456.48
Drug_363,Mental Health,760,22.82911284,92.91031531,21.40321471,0.397974692,98.35815226,4,Safe,265075000000,138,MediLife,BATCH6243,450.45
Drug_364,Diabetes,1020,21.211666,87.32422933,9.514520793,0.683244131,92.93393952,4,Safe,934313000000,269,BioCare,BATCH7614,418.04
Drug_365,Cancer,776,29.97461524,87.08129282,22.53360751,0.90227326,99.40774687,1,Safe,703036000000,214,MediLife,BATCH9707,279.57
Drug_366,Fever,803,22.89292083,89.29177037,21.82192136,0.43727922,94.15030497,1,Safe,347996000000,285,HealthPlus,BATCH6223,381.31
Drug_367,Infection,868,25.69524739,92.82593468,17.80963004,0.883973001,97.49433883,2,Safe,361232000000,224,PharmaCorp,BATCH9584,280.8
Drug_368,Skin Infection,903,19.50786565,86.90828232,6.484924514,1.287452503,98.17405772,3,Safe,549873000000,111,PharmaCorp,BATCH1630,441.32
